time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.0,3.12787128624,-0.0396917307697,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
0.03206968307495117,3.12787128623,-0.0396917307713,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.06418991088867188,3.12787128622,-0.0396917307667,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.09629964828491211,3.12787128624,-0.0396917307622,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
0.12843966484069824,3.12787128623,-0.0396917307686,-2.07767485177,-1.03960603733,-1.58634498384,-1.57101404531
0.16070985794067383,3.12787128623,-0.039691730769,-2.07767485176,-1.03960603733,-1.58634498384,-1.57101404531
0.19265985488891602,3.12787128624,-0.0396917307644,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453
0.22478985786437988,3.12787128623,-0.0396917307672,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.2568798065185547,3.12787128623,-0.0396917307664,-2.07767485176,-1.03960603733,-1.58634498384,-1.57101404531
0.28897976875305176,3.12787128623,-0.0396917307655,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.32109975814819336,3.12787128623,-0.0396917307658,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.35319972038269043,3.12787128624,-0.0396917307686,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453
0.3853297233581543,3.12787128622,-0.0396917307702,-2.07767485177,-1.03960603733,-1.58634498385,-1.5710140453
0.43353962898254395,3.12787128622,-0.0396917307669,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.4656398296356201,3.12787128623,-0.0396917307684,-2.07767485177,-1.03960603733,-1.58634498383,-1.57101404531
0.4977598190307617,3.12787128624,-0.0396917307639,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
0.5298597812652588,3.12787128623,-0.0396917307655,-2.07767485177,-1.03960603733,-1.58634498385,-1.5710140453
0.5619399547576904,3.12787128624,-0.0396917307683,-2.07767485176,-1.03960603732,-1.58634498384,-1.5710140453
0.5940496921539307,3.12787128624,-0.0396917307662,-2.07767485176,-1.03960603734,-1.58634498383,-1.5710140453
0.6263999938964844,3.12787128624,-0.039691730769,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.658369779586792,3.12787128623,-0.0396917307681,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
0.6904997825622559,3.12787128624,-0.0396917307611,-2.07767485177,-1.03960603732,-1.58634498383,-1.5710140453
0.722639799118042,3.12787128623,-0.03969173077,-2.07767485177,-1.03960603733,-1.58634498384,-1.57101404531
0.7547199726104736,3.12787128623,-0.0396917307703,-2.07767485176,-1.03960603733,-1.58634498384,-1.57101404531
0.7867896556854248,3.12787128623,-0.0396917307683,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.8349897861480713,3.12787128622,-0.0396917307674,-2.07767485176,-1.03960603733,-1.58634498385,-1.5710140453
0.8670997619628906,3.12787128623,-0.0396917307702,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.8992996215820312,3.12787128623,-0.0396917307717,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
0.9313499927520752,3.12787128623,-0.0396917307672,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.9634296894073486,3.12787128623,-0.0396917307639,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
0.9955697059631348,3.12787128623,-0.0396917307654,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
1.0276899337768555,3.12787128624,-0.039691730767,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453
1.0597796440124512,3.12787128623,-0.0396917307649,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453
1.0919098854064941,3.12787128622,-0.0396917307689,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.124159812927246,3.12787128623,-0.0396917307681,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.1562995910644531,3.12787128622,-0.0396917307721,-2.07767485177,-1.03960603732,-1.58634498385,-1.57101404531
1.1884799003601074,3.12787128624,-0.0396917307626,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.2366299629211426,3.12787128623,-0.0396917307667,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.2687397003173828,3.12787128623,-0.0396917307658,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.3009998798370361,3.12787128623,-0.0396917307722,-2.07767485176,-1.03960603733,-1.58634498385,-1.5710140453
1.3330597877502441,3.12787128624,-0.0396917307689,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
1.365189790725708,3.12787128623,-0.0396917307693,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.397249698638916,3.12787128623,-0.0396917307672,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.429349660873413,3.12787128624,-0.0396917307651,-2.07767485177,-1.03960603732,-1.58634498383,-1.5710140453
1.4614899158477783,3.12787128623,-0.0396917307679,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.4935696125030518,3.12787128624,-0.0396917307658,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
1.5256898403167725,3.12787128622,-0.0396917307722,-2.07767485176,-1.03960603734,-1.58634498385,-1.5710140453
1.5577898025512695,3.12787128624,-0.0396917307726,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453
1.5899198055267334,3.12787128623,-0.0396917307668,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.6380999088287354,3.12787128622,-0.0396917307665,-2.07767485176,-1.03960603733,-1.58634498385,-1.5710140453
1.670259952545166,3.12787128624,-0.0396917307595,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
1.7023396492004395,3.12787128622,-0.0396917307721,-2.07767485177,-1.03960603732,-1.58634498385,-1.5710140453
1.734449863433838,3.12787128624,-0.0396917307651,-2.07767485176,-1.03960603733,-1.58634498384,-1.57101404531
1.7665295600891113,3.12787128623,-0.0396917307679,-2.07767485177,-1.03960603733,-1.58634498384,-1.57101404531
1.798649787902832,3.12787128624,-0.0396917307695,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.8307697772979736,3.12787128623,-0.0396917307747,-2.07767485175,-1.03960603733,-1.58634498385,-1.5710140453
1.8628699779510498,3.12787128623,-0.0396917307702,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453
1.8950295448303223,3.12787128623,-0.0396917307668,-2.07767485177,-1.03960603733,-1.58634498384,-1.57101404531
1.9271297454833984,3.12787128624,-0.0396917307635,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453
