time,arm
0.0,0.02
9.410537147521973,0.02
9.510537147521973,0.00
22.27735915184021,0.00
22.37735915184021,0.02
50.332865858078,0.02
50.432865858078,0.00
60.64812650680542,0.0
60.74812650680542,0.02
