time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,right_gripper_l_finger_joint
0.0,3.12787128624,-0.0396917307697,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.0,3.12787128624,-0.0396917307654,-2.07767485177,-1.03960603732,-1.58634498383,-1.5710140453,0.02
0.0,3.12787128624,-0.0396917307647,-2.07767485177,-1.03960603733,-1.58634498382,-1.5710140453,0.02
0.016029834747314453,3.12787128624,-0.0396917307629,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.016029834747314453,3.12787128623,-0.0396917307671,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.03206968307495117,3.12787128623,-0.0396917307689,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.03206968307495117,3.12787128623,-0.0396917307695,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.03206968307495117,3.12787128623,-0.0396917307676,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.04812955856323242,3.12787128623,-0.0396917307694,-2.07767485176,-1.03960603733,-1.58634498384,-1.57101404531,0.02
0.04812955856323242,3.12787128623,-0.0396917307639,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.06418991088867188,3.12787128623,-0.0396917307645,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.06418991088867188,3.12787128623,-0.0396917307675,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.06418991088867188,3.12787128623,-0.0396917307693,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.08026981353759766,3.12787128624,-0.0396917307662,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.08026981353759766,3.12787128624,-0.0396917307644,-2.07767485177,-1.03960603733,-1.58634498383,-1.57101404531,0.02
0.08026981353759766,3.12787128625,-0.0396917307613,-2.07767485177,-1.03960603733,-1.58634498382,-1.5710140453,0.02
0.09629964828491211,3.12787128623,-0.0396917307631,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.09629964828491211,3.12787128624,-0.03969173076,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.11239981651306152,3.12787128623,-0.0396917307667,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.11239981651306152,3.12787128622,-0.0396917307709,-2.07767485176,-1.03960603733,-1.58634498385,-1.57101404531,0.02
0.11239981651306152,3.12787128622,-0.0396917307691,-2.07767485176,-1.03960603733,-1.58634498385,-1.5710140453,0.02
0.12843966484069824,3.12787128622,-0.0396917307684,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.12843966484069824,3.12787128624,-0.0396917307653,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.14448976516723633,3.12787128624,-0.0396917307622,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.14448976516723633,3.12787128624,-0.0396917307653,-2.07767485177,-1.03960603733,-1.58634498384,-1.57101404531,0.02
0.14448976516723633,3.12787128623,-0.0396917307683,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.16070985794067383,3.12787128623,-0.0396917307713,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.16070985794067383,3.12787128624,-0.0396917307682,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.17659974098205566,3.12787128624,-0.0396917307639,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.17659974098205566,3.12787128624,-0.0396917307645,-2.07767485176,-1.03960603734,-1.58634498383,-1.5710140453,0.02
0.17659974098205566,3.12787128624,-0.0396917307626,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.19265985488891602,3.12787128624,-0.0396917307644,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.19265985488891602,3.12787128624,-0.039691730765,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.20869970321655273,3.12787128624,-0.0396917307656,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.20869970321655273,3.12787128623,-0.0396917307723,-2.07767485177,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.20869970321655273,3.12787128622,-0.0396917307667,-2.07767485177,-1.03960603733,-1.58634498385,-1.5710140453,0.02
0.22478985786437988,3.12787128624,-0.0396917307673,-2.07767485176,-1.03960603732,-1.58634498383,-1.5710140453,0.02
0.22478985786437988,3.12787128623,-0.0396917307655,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.24083971977233887,3.12787128624,-0.0396917307685,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.24083971977233887,3.12787128623,-0.0396917307678,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.24083971977233887,3.12787128622,-0.0396917307672,-2.07767485176,-1.03960603733,-1.58634498385,-1.5710140453,0.02
0.2568798065185547,3.12787128623,-0.0396917307641,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.2568798065185547,3.12787128623,-0.0396917307671,-2.07767485176,-1.03960603733,-1.58634498384,-1.5710140453,0.02
0.27290964126586914,3.12787128624,-0.0396917307616,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.27290964126586914,3.12787128624,-0.0396917307695,-2.07767485176,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.27290964126586914,3.12787128624,-0.0396917307725,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
0.28897976875305176,3.12787128624,-0.0396917307633,-2.07767485177,-1.03960603733,-1.58634498383,-1.5710140453,0.02
