time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6
0,0.04173347285391634,0.1153931545530163,-2.117904651031145,1.1500331659210234,-1.2140303064515,-2.0094065139304527,0.750249865
0.001680613,0.041731341563263566,0.11539514189755165,-2.117909151649187,1.1500346000214663,-1.2140265369607528,-2.0094098516082477,0.750248632
0.006748915,0.041729210083551106,0.11539712890980333,-2.1179136525877458,1.1500360330781902,-1.214022767108354,-2.009413189417478,0.750247399
0.011723518,0.0417270784298523,0.11539911558887364,-2.1179181538177865,1.1500374651241996,-1.2140189969221797,-2.009416527340787,0.750246168
0.017287016,0.04172494661000174,0.11540110194722254,-2.117922655326438,1.1500388961885317,-1.2140152264101571,-2.009419865373703,0.750244938
0.022706747,0.041722814623893566,0.11540308799402005,-2.117927157116438,1.150040326292669,-1.2140114555727268,-2.009423203517649,0.750243709
0.026689529,0.04172068247483221,0.11540507373785226,-2.1179316591811093,1.1500417554670592,-1.214007684416245,-2.0094265417711603,0.75024248
0.03238368,0.041718550162348066,0.11540705918820049,-2.117936161521591,1.1500431837379308,-1.2140039129499283,-2.009429880136218,0.750241253
0.036874056,0.041716417695744266,0.11540904434646937,-2.117940664113913,1.1500446111276106,-1.2140001411993226,-2.009433218600888,0.750240026
0.041855097,0.041714285074949904,0.1154110292255131,-2.117945166958889,1.1500460376584731,-1.213996369159745,-2.0094365571703166,0.7502388
0.054877043,0.0417121523068821,0.11541301383316419,-2.1179496700470644,1.150047463358157,-1.2139925968414675,-2.0094398958421964,0.750237575
0.055182219,0.04171001939113222,0.11541499817414655,-2.1179541733771,1.150048888248176,-1.2139888242514603,-2.0094432346137108,0.750236351
0.056706905,0.041707886344828346,0.11541698224921101,-2.1179586769234326,1.1500503123531283,-1.2139850514095498,-2.009446573464691,0.750235128
0.061894417,0.04170575315557025,0.11541896607103307,-2.117963180704852,1.1500517356889826,-1.2139812783089583,-2.0094499124154335,0.750233905
0.067019224,0.04170361981778651,0.1154209496588377,-2.1179676847327285,1.1500531582773026,-1.2139775049393968,-2.009453251480287,0.750232683
0.071790934,0.041701486339916646,0.11542293300368649,-2.117972188979845,1.1500545801423079,-1.21397373132837,-2.0094565906390742,0.750231462
0.077237844,0.04169935273584818,0.11542491610845593,-2.1179766934206277,1.150056001307252,-1.213969957493682,-2.009459929874417,0.750230241
0.081867456,0.04169721901072533,0.11542689898588074,-2.1179811980593666,1.1500574217847186,-1.2139661834309128,-2.009463269191766,0.750229022
0.090214729,0.04169508515803111,0.11542888164625711,-2.117985702914259,1.1500588415943283,-1.2139624091358119,-2.009466608603476,0.750227802
0.092518568,0.04169295118417416,0.11543086408978734,-2.1179902079574253,1.1500602607579276,-1.2139586346270341,-2.0094699480959344,0.750226584
0.097185135,0.04169081709443144,0.1154328463220341,-2.117994713185825,1.1500616792927818,-1.2139548599121486,-2.0094732876673325,0.750225366
0.101755142,0.04168868288807054,0.11543482835269789,-2.117999218605844,1.1500630972157315,-1.2139510849881565,-2.009476627322403,0.750224149
0.106614113,0.04168654856655912,0.11543681018320484,-2.1180037242048693,1.1500645145427673,-1.2139473098616842,-2.009479967055284,0.750222932
0.11204195,0.041684414137359765,0.11543879181589206,-2.118008229970133,1.1500659312900123,-1.2139435345492775,-2.009483306857037,0.750221716
0.116854429,0.04168227960726371,0.1154407732560251,-2.1180127358926084,1.150067347473675,-1.2139397590616139,-2.009486646724458,0.7502205
0.122220039,0.0416801449671842,0.11544275451576318,-2.118017241988924,1.150068763109263,-1.2139359833859042,-2.00948998667275,0.750219285
0.12737751,0.04167801022607419,0.11544473559918868,-2.1180217482452464,1.1500701782144964,-1.2139322075306258,-2.0094933266905244,0.750218071
0.131821156,0.04167587538105651,0.11544671650809563,-2.118026254667863,1.150071592802056,-1.213928431494386,-2.009496666784711,0.750216857
